Client ID,Service Start Date,pass/fail
832,1/23/2020,fail
832,1/23/2020,fail
11086,1/23/2020,fail
11081,1/23/2020,fail
10363,1/23/2020,fail
8680,1/23/2020,fail
9621,1/23/2020,fail
10363,1/23/2020,fail
9897,1/23/2020,fail
1640,1/23/2020,fail
6737,1/23/2020,fail
11825,1/23/2020,fail
9621,1/23/2020,fail
3861,1/23/2020,fail
2846,1/23/2020,fail
5380,1/23/2020,fail
11377,1/23/2020,fail
11377,1/23/2020,fail
10917,1/24/2020,fail
11086,1/24/2020,fail
11093,1/24/2020,fail
537,1/24/2020,fail
794,1/24/2020,fail
80,1/24/2020,fail
9375,1/24/2020,fail
2642,1/27/2020,fail
11825,1/27/2020,fail
11559,1/27/2020,fail
80,1/27/2020,fail
6205,11/3/2020,fail
6205,11/3/2020,fail
4219,1/23/2020,fail
866,1/23/2020,fail
9499,1/23/2020,fail
9985,1/23/2020,fail
10917,1/24/2020,fail
10917,1/24/2020,fail
10917,1/24/2020,fail
537,1/24/2020,fail
537,1/24/2020,fail
11081,1/24/2020,fail
5861,1/24/2020,fail
8680,1/24/2020,fail
794,1/24/2020,fail
5944,1/24/2020,fail
9429,1/27/2020,fail
11559,1/27/2020,fail
11559,1/27/2020,fail
9655,1/27/2020,fail
9655,1/27/2020,fail
11377,1/27/2020,fail
11377,1/27/2020,fail
832,1/27/2020,fail
832,1/27/2020,fail
767,1/27/2020,fail
767,1/27/2020,fail
10917,1/27/2020,fail
10917,1/27/2020,fail
1640,1/27/2020,fail
1640,1/27/2020,fail
11081,1/27/2020,fail
81,1/27/2020,fail
2283,1/27/2020,fail
1318,1/27/2020,fail
6205,11/3/2020,fail
10189,1/27/2020,fail
7069,1/28/2020,fail
12230,1/27/2020,fail
12252,11/3/2020,pass
2547,11/3/2020,fail
9491,1/27/2020,fail
10980,1/27/2020,fail
10917,1/27/2020,fail
5785,1/27/2020,fail
832,1/27/2020,fail
8840,1/28/2020,fail
7069,1/28/2020,fail
6899,1/28/2020,fail
11086,1/28/2020,fail
11081,1/28/2020,fail
11825,1/28/2020,fail
832,1/28/2020,fail
10980,1/28/2020,fail
2642,1/28/2020,fail
10917,1/28/2020,fail
10917,1/28/2020,fail
11360,1/28/2020,fail
11560,1/28/2020,fail
11081,1/28/2020,fail
537,1/28/2020,fail
8680,1/28/2020,fail
10917,1/28/2020,fail
11241,1/28/2020,fail
5944,1/28/2020,fail
8680,1/28/2020,fail
537,1/28/2020,fail
11360,1/28/2020,fail
2283,1/29/2020,fail
832,1/29/2020,fail
11825,1/29/2020,fail
6590,1/29/2020,fail
80,1/29/2020,fail
767,1/29/2020,fail
6590,1/29/2020,fail
11559,1/29/2020,fail
11377,1/29/2020,fail
11559,1/29/2020,fail
11559,1/29/2020,fail
1640,1/29/2020,fail
12252,11/3/2020,pass
11560,1/29/2020,fail
7069,1/29/2020,fail
6899,1/29/2020,fail
11377,1/29/2020,fail
767,1/29/2020,fail
11086,1/29/2020,fail
11825,1/29/2020,fail
8680,1/29/2020,fail
12252,11/3/2020,pass
11377,1/29/2020,fail
2283,1/29/2020,fail
2283,1/29/2020,fail
8840,1/29/2020,fail
767,1/29/2020,fail
11081,1/29/2020,fail
752,1/29/2020,fail
8840,1/29/2020,fail
12134,1/29/2020,fail
11825,1/29/2020,fail
11507,1/29/2020,fail
2633,1/29/2020,fail
2547,11/3/2020,fail
13575,11/2/2020,fail
8328,11/3/2020,fail
13460,11/3/2020,fail
9634,11/3/2020,pass
9634,11/3/2020,pass
12530,11/3/2020,fail
331,11/3/2020,fail
12530,11/3/2020,fail
4220,11/3/2020,fail
13575,11/2/2020,fail
3063,11/3/2020,fail
4220,11/3/2020,fail
8220,11/3/2020,fail
8220,11/3/2020,fail
10917,11/3/2020,fail
10917,11/3/2020,fail
10917,11/3/2020,fail
13340,11/3/2020,fail
13340,11/3/2020,fail
331,11/3/2020,fail
331,11/3/2020,fail
331,11/3/2020,fail
8328,11/3/2020,fail
13460,11/3/2020,fail
13195,10/30/2020,fail
2547,10/30/2020,fail
2547,10/30/2020,fail
13195,10/30/2020,fail
8220,10/30/2020,fail
10917,10/29/2020,fail
10917,10/29/2020,fail
9082,10/30/2020,fail
2642,10/30/2020,fail
2642,10/30/2020,fail
12502,10/30/2020,fail
12502,10/30/2020,fail
81,10/30/2020,fail
4715,10/29/2020,fail
9082,10/29/2020,fail
794,10/29/2020,fail
794,10/29/2020,fail
2846,12/19/2019,fail
2846,7/22/2019,fail
2846,5/21/2019,fail
2846,6/10/2019,fail
2846,4/3/2019,fail
2846,4/24/2019,fail
2846,2/28/2019,fail
2846,4/30/2019,fail
2846,6/21/2019,fail
2846,6/14/2019,fail
2846,5/31/2019,fail
2846,5/10/2019,fail
2846,6/4/2019,fail
2846,6/25/2019,fail
2846,6/28/2019,fail
2846,6/28/2019,fail
2846,7/1/2019,fail
2846,7/2/2019,fail
2846,7/17/2019,fail
2846,7/25/2019,fail
2846,7/31/2019,fail
2846,8/2/2019,fail
2846,8/8/2019,fail
2846,8/9/2019,fail
2846,11/12/2019,fail
2846,11/12/2019,fail
2846,11/1/2019,fail
2846,11/5/2019,fail
11751,10/30/2020,pass
2547,10/30/2020,fail
11751,10/30/2020,pass
8220,10/30/2020,fail
7942,10/30/2020,fail
2642,10/30/2020,fail
12502,10/30/2020,fail
81,10/30/2020,fail
12530,10/29/2020,fail
11466,10/30/2020,fail
11466,10/30/2020,fail
10917,1/25/2020,fail
10917,1/25/2020,fail
2030,1/26/2020,fail
11377,1/26/2020,fail
1306,1/26/2020,fail
767,1/26/2020,fail
767,1/26/2020,fail
11559,1/26/2020,fail
11559,1/26/2020,fail
80,1/26/2020,fail
4305,1/26/2020,fail
1318,1/26/2020,fail
8840,1/26/2020,fail
8840,1/26/2020,fail
9082,10/30/2020,fail
7942,10/30/2020,fail
9634,6/30/2021,fail
13460,10/29/2020,fail
12530,10/29/2020,fail
13460,10/29/2020,fail
7942,10/29/2020,fail
9082,10/29/2020,fail
794,10/29/2020,fail
12530,10/28/2020,fail
13460,10/28/2020,fail
8479,10/28/2020,fail
7942,10/28/2020,fail
8917,10/28/2020,fail
13010,10/28/2020,fail
13010,10/28/2020,fail
2642,10/28/2020,fail
5877,10/28/2020,fail
7942,10/29/2020,fail
12530,10/28/2020,fail
8479,10/28/2020,fail
7942,10/28/2020,fail
2642,10/28/2020,fail
5877,10/28/2020,fail
9082,10/29/2020,fail
7942,10/28/2020,fail
13010,10/28/2020,fail
6879,10/28/2020,fail
6879,10/28/2020,fail
11825,1/31/2020,fail
2846,1/31/2020,fail
1640,1/31/2020,fail
11507,1/31/2020,fail
11241,1/31/2020,fail
11241,1/31/2020,fail
832,1/31/2020,fail
11086,1/31/2020,fail
11086,1/31/2020,fail
11081,1/31/2020,fail
11081,1/31/2020,fail
2642,1/31/2020,fail
11377,1/31/2020,fail
11507,1/31/2020,fail
6501,1/31/2020,fail
10980,1/31/2020,fail
8840,1/31/2020,fail
5944,1/31/2020,fail
6581,1/31/2020,fail
3304,1/31/2020,fail
832,2/3/2020,fail
11559,2/3/2020,fail
2030,2/3/2020,fail
4444,2/3/2020,fail
767,2/3/2020,fail
502,2/3/2020,fail
5269,2/3/2020,fail
10917,2/3/2020,fail
10917,2/3/2020,fail
2283,2/3/2020,fail
8479,2/3/2020,fail
8479,2/3/2020,fail
9621,2/3/2020,fail
9621,2/3/2020,fail
9655,2/3/2020,fail
9655,2/3/2020,fail
9499,2/3/2020,fail
5269,2/3/2020,fail
742,2/3/2020,fail
2458,2/3/2020,fail
9429,2/3/2020,fail
832,2/3/2020,fail
832,2/3/2020,fail
7069,2/4/2020,fail
6899,2/4/2020,fail
7069,2/4/2020,fail
7069,2/4/2020,fail
6899,2/4/2020,fail
5803,2/4/2020,fail
8840,2/4/2020,fail
10980,2/4/2020,fail
1318,2/4/2020,fail
11360,2/4/2020,fail
8479,2/4/2020,fail
8479,2/4/2020,fail
8479,2/4/2020,fail
6737,2/4/2020,fail
6737,2/4/2020,fail
2283,2/4/2020,fail
9634,2/4/2020,fail
1640,2/5/2020,fail
1640,2/5/2020,fail
11559,2/5/2020,fail
331,2/5/2020,fail
11081,2/5/2020,fail
11086,2/5/2020,fail
11825,2/5/2020,fail
11825,2/5/2020,fail
1506,2/5/2020,fail
7069,2/5/2020,fail
6899,2/5/2020,fail
7069,2/5/2020,fail
6899,2/5/2020,fail
1318,2/6/2020,fail
1318,2/6/2020,fail
11825,2/6/2020,fail
832,2/6/2020,fail
10980,2/6/2020,fail
1506,2/5/2020,fail
305,2/5/2020,fail
8479,2/5/2020,fail
1318,2/6/2020,fail
8479,2/5/2020,fail
38,2/6/2020,fail
11825,2/6/2020,fail
832,2/6/2020,fail
832,2/6/2020,fail
11086,2/6/2020,fail
11086,2/6/2020,fail
11081,2/6/2020,fail
11081,2/6/2020,fail
10980,2/6/2020,fail
8840,2/6/2020,fail
8840,2/6/2020,fail
11377,2/6/2020,fail
11377,2/6/2020,fail
9621,2/7/2020,fail
9621,2/7/2020,fail
9621,2/7/2020,fail
8479,2/7/2020,fail
8479,2/7/2020,fail
8479,2/7/2020,fail
5873,2/7/2020,fail
5873,2/7/2020,fail
8840,2/7/2020,fail
8840,2/7/2020,fail
10980,2/7/2020,fail
10980,2/7/2020,fail
5944,2/7/2020,fail
7766,2/7/2020,fail
9429,2/10/2020,fail
5888,2/10/2020,fail
331,2/10/2020,fail
832,2/10/2020,fail
832,2/10/2020,fail
11825,2/10/2020,fail
11825,2/10/2020,fail
6501,2/10/2020,fail
10980,2/10/2020,fail
10980,2/10/2020,fail
8840,2/10/2020,fail
8840,2/10/2020,fail
80,2/10/2020,fail
80,2/10/2020,fail
80,2/10/2020,fail
767,2/10/2020,fail
4444,2/10/2020,fail
11999,2/10/2020,fail
11999,2/10/2020,fail
11377,2/10/2020,fail
11377,2/10/2020,fail
794,2/10/2020,fail
8479,2/11/2020,fail
8479,2/11/2020,fail
537,2/11/2020,fail
537,2/11/2020,fail
1318,2/11/2020,fail
8549,2/11/2020,fail
5803,2/11/2020,fail
10412,2/11/2020,fail
794,2/11/2020,fail
7069,2/11/2020,fail
6899,2/11/2020,fail
7069,2/11/2020,fail
7069,2/11/2020,fail
6899,2/11/2020,fail
10412,2/11/2020,fail
12183,2/11/2020,fail
11090,2/11/2020,fail
794,2/11/2020,fail
3304,2/12/2020,fail
80,2/12/2020,fail
80,2/12/2020,fail
3907,2/12/2020,fail
3907,2/12/2020,fail
945,2/12/2020,fail
11081,2/12/2020,fail
11086,2/12/2020,fail
11734,2/12/2020,fail
12183,2/12/2020,fail
537,2/12/2020,fail
305,2/12/2020,fail
10917,9/28/2020,fail
10917,9/28/2020,fail
10917,9/28/2020,fail
10917,9/28/2020,fail
10917,9/28/2020,fail
9655,2/13/2020,fail
12742,11/23/2020,fail
2547,12/8/2020,pass
11359,11/23/2020,fail
12742,11/23/2020,fail
7631,11/25/2020,fail
7631,11/25/2020,fail
5877,11/23/2020,pass
10980,11/23/2020,fail
10980,11/23/2020,fail
2547,12/8/2020,pass
4444,12/21/2020,fail
4444,12/21/2020,fail
4444,12/21/2020,fail
1605,12/21/2020,fail
1605,12/21/2020,fail
11560,11/25/2020,fail
2547,12/8/2020,pass
13882,12/21/2020,fail
13882,12/21/2020,fail
12530,12/21/2020,pass
12530,12/21/2020,pass
1605,12/21/2020,fail
1605,12/21/2020,fail
13668,12/21/2020,fail
5877,2/13/2020,fail
8840,2/13/2020,fail
8840,2/13/2020,fail
10980,2/13/2020,fail
10980,2/13/2020,fail
9621,2/13/2020,fail
2283,2/13/2020,fail
11016,2/13/2020,fail
10509,2/13/2020,fail
1318,2/13/2020,fail
832,2/13/2020,fail
832,2/13/2020,fail
11377,2/13/2020,fail
11377,2/13/2020,fail
9985,2/13/2020,fail
1318,2/13/2020,fail
8479,2/13/2020,fail
8479,2/13/2020,fail
8479,2/13/2020,fail
80,2/13/2020,fail
9429,2/13/2020,fail
9429,2/13/2020,fail
2161,2/17/2020,fail
11999,2/17/2020,fail
11999,2/17/2020,fail
2030,2/17/2020,fail
2030,2/17/2020,fail
10917,2/17/2020,fail
10917,2/17/2020,fail
2846,2/17/2020,fail
80,2/17/2020,fail
80,2/17/2020,fail
80,2/14/2020,fail
537,2/14/2020,fail
5944,2/14/2020,fail
5944,2/14/2020,fail
3907,2/14/2020,fail
3907,2/14/2020,fail
3907,2/14/2020,fail
9429,2/17/2020,fail
5269,2/17/2020,fail
80,2/17/2020,fail
80,2/17/2020,fail
832,2/17/2020,fail
832,2/17/2020,fail
11377,2/17/2020,fail
11377,2/17/2020,fail
10980,2/17/2020,fail
482,2/17/2020,fail
2846,2/17/2020,fail
4305,2/17/2020,fail
767,2/17/2020,fail
10917,2/17/2020,fail
2030,2/17/2020,fail
794,2/17/2020,fail
11016,2/18/2020,fail
2161,2/18/2020,fail
11560,11/25/2020,fail
5877,11/23/2020,pass
13233,12/8/2020,fail
13233,12/8/2020,fail
13655,12/21/2020,fail
13655,12/21/2020,fail
13668,12/21/2020,fail
2547,12/21/2020,pass
2547,12/21/2020,pass
2547,12/21/2020,pass
5877,2/17/2020,fail
80,2/18/2020,fail
8479,2/18/2020,fail
6581,2/18/2020,fail
9655,2/18/2020,fail
8479,2/18/2020,fail
6737,2/18/2020,fail
12502,12/8/2020,fail
11560,11/25/2020,fail
5877,11/23/2020,pass
12471,12/8/2020,fail
11359,12/8/2020,fail
11359,12/8/2020,fail
11359,12/21/2020,fail
11359,12/21/2020,fail
11359,12/21/2020,fail
537,2/18/2020,fail
11507,2/18/2020,fail
2458,2/18/2020,fail
5956,2/18/2020,fail
10980,2/18/2020,fail
8479,2/18/2020,fail
8479,2/18/2020,fail
10917,2/18/2020,fail
80,2/18/2020,fail
5803,2/19/2020,fail
11081,2/19/2020,fail
11086,2/19/2020,fail
1506,2/19/2020,fail
80,2/19/2020,fail
537,2/19/2020,fail
9422,2/19/2020,fail
5278,2/19/2020,fail
3907,2/19/2020,fail
8479,2/19/2020,fail
8490,2/19/2020,fail
3907,2/19/2020,fail
8490,2/19/2020,fail
9499,2/19/2020,fail
12230,2/19/2020,fail
10189,2/19/2020,fail
9526,2/19/2020,fail
11016,2/19/2020,fail
832,2/19/2020,fail
8680,2/19/2020,fail
2440,2/19/2020,fail
12332,2/19/2020,fail
305,2/19/2020,fail
1506,2/19/2020,fail
752,2/19/2020,fail
5944,2/20/2020,fail
11560,2/20/2020,fail
8169,2/20/2020,fail
11016,2/20/2020,fail
10980,2/20/2020,fail
8840,2/20/2020,fail
2458,2/20/2020,fail
80,2/20/2020,fail
10980,2/20/2020,fail
8840,2/20/2020,fail
8479,2/20/2020,fail
10917,2/20/2020,fail
9624,11/23/2020,fail
9624,11/23/2020,fail
11359,11/23/2020,fail
11359,11/23/2020,fail
12502,12/8/2020,fail
11498,12/8/2020,fail
9624,12/7/2020,fail
9624,12/7/2020,fail
11359,12/21/2020,fail
4715,12/21/2020,fail
4715,12/21/2020,fail
4715,12/21/2020,fail
80,2/20/2020,fail
5877,2/20/2020,fail
65,2/20/2020,fail
2846,2/20/2020,fail
10980,11/23/2020,fail
11359,12/8/2020,fail
4715,12/21/2020,fail
11498,12/21/2020,fail
2458,2/20/2020,fail
10189,2/21/2020,fail
10189,2/21/2020,fail
12230,2/21/2020,fail
12230,2/21/2020,fail
12230,12/4/2019,fail
12230,12/2/2019,fail
12230,12/2/2019,fail
12230,12/2/2019,fail
12230,12/2/2019,fail
12230,11/29/2019,fail
12230,6/6/2019,fail
12230,6/6/2019,fail
12230,7/22/2019,fail
12230,5/20/2019,fail
12230,5/20/2019,fail
12230,5/21/2019,fail
12230,4/2/2019,fail
12230,5/21/2019,fail
12230,4/2/2019,fail
12230,6/10/2019,fail
12230,4/18/2019,fail
12230,6/10/2019,fail
12230,4/22/2019,fail
12230,4/18/2019,fail
12230,3/7/2019,fail
12230,7/15/2019,fail
12230,3/13/2019,fail
12230,4/19/2019,fail
12230,7/15/2019,fail
12230,3/15/2019,fail
12230,4/19/2019,fail
12230,6/20/2019,fail
12230,6/20/2019,fail
12230,6/24/2019,fail
12230,6/13/2019,fail
12230,6/13/2019,fail
12230,6/24/2019,fail
12230,5/1/2019,fail
12230,5/1/2019,fail
12230,5/2/2019,fail
12230,5/2/2019,fail
12230,5/3/2019,fail
12230,5/9/2019,fail
12230,5/10/2019,fail
12230,6/3/2019,fail
12230,5/14/2019,fail
12230,6/3/2019,fail
12230,5/16/2019,fail
12230,5/16/2019,fail
12230,7/29/2019,fail
12230,6/25/2019,fail
12230,6/27/2019,fail
12230,6/27/2019,fail
12230,7/1/2019,fail
12230,7/25/2019,fail
12230,7/1/2019,fail
12230,7/2/2019,fail
12230,7/8/2019,fail
12230,7/8/2019,fail
12230,7/18/2019,fail
12230,7/18/2019,fail
12230,7/25/2019,fail
12230,7/18/2019,fail
12230,7/25/2019,fail
12230,8/1/2019,fail
12230,8/1/2019,fail
12230,8/14/2019,fail
12230,8/14/2019,fail
12230,8/19/2019,fail
12230,8/19/2019,fail
12230,11/11/2019,fail
12230,8/26/2019,fail
12230,8/26/2019,fail
12230,8/26/2019,fail
12230,10/25/2019,fail
12230,9/13/2019,fail
12230,9/2/2019,fail
12230,9/2/2019,fail
12230,9/6/2019,fail
12230,9/6/2019,fail
12230,9/6/2019,fail
12230,9/6/2019,fail
12230,9/19/2019,fail
12230,10/28/2019,fail
12230,10/29/2019,fail
12230,9/23/2019,fail
12230,9/23/2019,fail
12230,9/25/2019,fail
12230,9/25/2019,fail
12230,9/26/2019,fail
12230,9/26/2019,fail
12230,11/4/2019,fail
12230,9/30/2019,fail
12230,9/30/2019,fail
12230,10/3/2019,fail
12230,10/3/2019,fail
12230,11/6/2019,fail
12230,11/7/2019,fail
12230,10/4/2019,fail
12230,10/4/2019,fail
12230,10/10/2019,fail
12230,10/10/2019,fail
12230,10/10/2019,fail
12230,10/14/2019,fail
12230,10/14/2019,fail
12230,10/15/2019,fail
12230,10/16/2019,fail
12230,10/16/2019,fail
12230,10/17/2019,fail
12230,10/17/2019,fail
12230,10/17/2019,fail
12230,10/18/2019,fail
12230,10/18/2019,fail
12230,10/17/2019,fail
12230,10/21/2019,fail
12230,10/21/2019,fail
12230,10/23/2019,fail
12230,11/14/2019,fail
12230,11/14/2019,fail
12230,11/15/2019,fail
12230,11/22/2019,fail
362,2/21/2020,fail
752,2/21/2020,fail
8840,2/21/2020,fail
8840,2/21/2020,fail
10980,2/21/2020,fail
10980,2/21/2020,fail
5944,2/21/2020,fail
2458,2/21/2020,fail
6737,2/21/2020,fail
5877,2/21/2020,fail
2846,2/21/2020,fail
80,2/21/2020,fail
2161,2/21/2020,fail
794,2/21/2020,fail
794,2/21/2020,fail
8169,2/21/2020,fail
6581,2/21/2020,fail
8169,2/24/2020,fail
80,2/24/2020,fail
537,2/24/2020,fail
832,2/24/2020,fail
832,2/24/2020,fail
11825,2/24/2020,fail
11825,2/24/2020,fail
305,2/24/2020,fail
1640,2/24/2020,fail
6930,2/24/2020,fail
767,2/24/2020,fail
8680,2/24/2020,fail
794,2/26/2020,fail
8680,2/24/2020,fail
166,2/24/2020,fail
166,2/24/2020,fail
9655,2/24/2020,fail
9655,2/24/2020,fail
3907,2/24/2020,fail
3907,2/24/2020,fail
3907,2/24/2020,fail
467,2/24/2020,fail
8549,2/25/2020,fail
5873,2/25/2020,fail
8549,2/25/2020,fail
10917,2/25/2020,fail
4444,2/25/2020,fail
10917,2/25/2020,fail
10917,2/25/2020,fail
10917,2/25/2020,fail
2846,2/25/2020,fail
8680,2/25/2020,fail
10189,2/25/2020,fail
6899,2/25/2020,fail
7069,2/25/2020,fail
12230,2/25/2020,fail
537,2/25/2020,fail
10980,2/25/2020,fail
10980,2/25/2020,fail
8840,2/25/2020,fail
8840,2/25/2020,fail
794,2/26/2020,fail
767,2/26/2020,fail
11559,2/26/2020,fail
11559,2/26/2020,fail
11825,2/26/2020,fail
11825,2/26/2020,fail
9246,2/26/2020,fail
11016,2/26/2020,fail
2846,2/26/2020,fail
9246,2/26/2020,fail
3907,2/26/2020,fail
3907,2/26/2020,fail
3907,2/26/2020,fail
8680,2/26/2020,fail
11016,2/26/2020,fail
3907,2/26/2020,fail
4444,2/27/2020,fail
11559,2/27/2020,fail
767,2/27/2020,fail
9655,2/27/2020,fail
11016,2/27/2020,fail
12253,2/27/2020,fail
12253,2/27/2020,fail
12252,2/27/2020,fail
11081,2/27/2020,fail
11086,2/27/2020,fail
6737,2/27/2020,fail
11016,2/27/2020,fail
1318,2/27/2020,fail
1318,2/27/2020,fail
11825,2/27/2020,fail
832,2/27/2020,fail
5944,2/27/2020,fail
5944,2/27/2020,fail
12183,2/27/2020,fail
2440,2/27/2020,fail
11016,2/28/2020,fail
11016,2/28/2020,fail
80,2/28/2020,fail
4440,2/28/2020,fail
9201,2/28/2020,fail
1435,2/28/2020,fail
5877,2/28/2020,fail
8840,2/28/2020,fail
10980,2/28/2020,fail
11466,12/7/2020,fail
12438,11/23/2020,fail
13340,12/8/2020,fail
12502,12/7/2020,fail
12530,12/21/2020,pass
12530,12/21/2020,pass
11498,12/21/2020,fail
13668,12/21/2020,fail
8840,2/28/2020,fail
10980,2/28/2020,fail
502,2/28/2020,fail
767,2/28/2020,fail
9621,2/28/2020,fail
9621,2/28/2020,fail
9621,2/28/2020,fail
362,2/28/2020,fail
362,2/28/2020,fail
2642,2/28/2020,fail
10917,2/28/2020,fail
10917,2/28/2020,fail
4444,2/28/2020,fail
7766,2/28/2020,fail
2846,2/28/2020,fail
12183,2/28/2020,fail
9655,2/28/2020,fail
11507,2/28/2020,fail
12438,11/23/2020,fail
1605,11/23/2020,fail
362,11/23/2020,pass
13340,12/8/2020,fail
4715,11/23/2020,fail
4715,11/23/2020,fail
13340,12/8/2020,fail
12502,12/7/2020,fail
8220,12/21/2020,fail
7631,12/21/2020,fail
11349,12/21/2020,fail
4715,11/23/2020,fail
1605,11/23/2020,fail
362,11/23/2020,pass
12530,11/23/2020,pass
10917,11/22/2020,fail
11359,12/7/2020,fail
8220,12/21/2020,fail
7631,12/21/2020,fail
11349,12/21/2020,fail
977,12/21/2020,fail
13233,12/20/2020,fail
1491,12/20/2020,fail
1491,12/20/2020,fail
1640,3/2/2020,fail
11081,3/2/2020,fail
11086,3/2/2020,fail
2161,3/2/2020,fail
11507,3/2/2020,fail
6737,3/2/2020,fail
12230,3/2/2020,fail
10189,3/2/2020,fail
305,3/2/2020,fail
11560,3/2/2020,fail
11560,3/2/2020,fail
65,3/2/2020,fail
166,3/2/2020,fail
166,3/2/2020,fail
832,3/2/2020,fail
537,3/2/2020,fail
10917,3/2/2020,fail
11086,3/2/2020,fail
11081,3/2/2020,fail
820,3/2/2020,fail
11559,3/2/2020,fail
820,3/2/2020,fail
80,3/2/2020,fail
502,3/2/2020,fail
5785,3/2/2020,fail
945,3/2/2020,fail
945,3/2/2020,fail
8479,3/2/2020,fail
8479,3/2/2020,fail
832,3/2/2020,fail
832,3/2/2020,fail
11559,3/2/2020,fail
9499,3/2/2020,fail
9499,3/2/2020,fail
10980,3/2/2020,fail
11086,3/3/2020,fail
11081,3/3/2020,fail
11016,3/3/2020,fail
11507,3/3/2020,fail
80,3/3/2020,fail
80,3/3/2020,fail
1640,3/3/2020,fail
6930,3/3/2020,fail
80,3/3/2020,fail
537,3/3/2020,fail
5269,3/3/2020,fail
5220,3/3/2020,fail
2283,3/3/2020,fail
9985,3/5/2020,fail
6899,3/5/2020,fail
7069,3/5/2020,fail
11751,3/5/2020,fail
4305,3/4/2020,fail
6899,3/5/2020,fail
7069,3/5/2020,fail
8490,3/4/2020,fail
8490,3/4/2020,fail
8479,3/4/2020,fail
8479,3/4/2020,fail
8479,3/4/2020,fail
11016,3/4/2020,fail
11559,3/4/2020,fail
11559,3/4/2020,fail
10189,3/4/2020,fail
10189,3/4/2020,fail
12230,3/4/2020,fail
12230,3/4/2020,fail
80,3/4/2020,fail
80,3/4/2020,fail
11016,3/4/2020,fail
9655,3/4/2020,fail
8169,3/4/2020,fail
11751,3/4/2020,fail
305,3/4/2020,fail
305,3/4/2020,fail
11016,3/6/2020,fail
1077,3/6/2020,fail
9985,3/6/2020,fail
537,3/6/2020,fail
12260,3/6/2020,fail
5803,3/6/2020,fail
6724,3/6/2020,fail
12230,3/6/2020,fail
11086,3/6/2020,fail
5803,3/6/2020,fail
6724,3/6/2020,fail
11081,3/6/2020,fail
11081,3/6/2020,fail
11086,3/6/2020,fail
12230,3/6/2020,fail
12502,11/23/2020,fail
12502,11/23/2020,fail
12530,11/23/2020,pass
11359,12/7/2020,fail
11349,12/21/2020,fail
12502,11/23/2020,fail
10917,11/22/2020,fail
11498,12/7/2020,fail
5779,12/7/2020,fail
977,12/21/2020,fail
977,12/21/2020,fail
11560,11/24/2020,fail
4717,12/7/2020,fail
13668,12/7/2020,fail
13668,12/7/2020,fail
5779,12/7/2020,fail
9634,12/10/2020,pass
9634,12/10/2020,pass
9078,12/10/2020,pass
13668,12/10/2020,fail
6879,12/9/2020,fail
6879,12/9/2020,fail
1605,12/9/2020,fail
13460,12/9/2020,fail
10363,12/9/2020,fail
10363,12/9/2020,fail
4717,12/7/2020,fail
81,12/21/2020,fail
13233,12/20/2020,fail
81,12/20/2020,fail
11560,11/24/2020,fail
5779,12/7/2020,fail
11560,11/24/2020,fail
794,12/7/2020,pass
794,12/7/2020,pass
12699,12/7/2020,fail
12502,12/10/2020,fail
4717,12/10/2020,fail
4717,12/10/2020,fail
13668,12/10/2020,fail
12530,12/10/2020,pass
10980,12/10/2020,fail
10980,12/10/2020,fail
5877,12/9/2020,pass
13460,12/9/2020,fail
81,12/21/2020,fail
12438,12/21/2020,fail
9634,12/10/2020,pass
12438,12/21/2020,fail
9634,12/10/2020,pass
12502,12/10/2020,fail
11498,12/10/2020,fail
9078,12/10/2020,pass
7069,12/9/2020,fail
81,12/20/2020,fail
12471,12/9/2020,fail
4717,11/24/2020,fail
6899,11/24/2020,fail
1605,12/9/2020,fail
5877,12/9/2020,pass
4444,12/9/2020,fail
6899,12/9/2020,fail
4717,12/9/2020,fail
13127,12/20/2020,fail
13127,12/20/2020,fail
9624,12/20/2020,fail
9624,12/20/2020,fail
1701,11/24/2020,fail
1701,11/24/2020,fail
1701,11/24/2020,fail
4717,12/9/2020,fail
11498,12/9/2020,fail
5877,12/9/2020,pass
5877,12/9/2020,pass
9078,11/24/2020,pass
9078,11/24/2020,pass
10980,9/29/2020,fail
9558,11/24/2020,fail
4717,11/24/2020,fail
9624,12/20/2020,fail
9078,12/20/2020,pass
9078,12/20/2020,pass
9558,11/24/2020,fail
9078,12/20/2020,pass
7069,11/24/2020,fail
12502,11/24/2020,fail
9558,12/20/2020,fail
10980,9/29/2020,fail
12502,11/24/2020,fail
9558,12/20/2020,fail
9558,12/20/2020,fail
11359,12/20/2020,fail
11359,12/20/2020,fail
10980,9/29/2020,fail
11466,11/24/2020,fail
11359,12/20/2020,fail
11466,11/24/2020,fail
11377,11/25/2020,fail
11377,11/25/2020,fail
13547,11/25/2020,fail
13547,11/25/2020,fail
10917,12/20/2020,fail
10917,12/20/2020,fail
10917,12/20/2020,fail
5877,11/25/2020,pass
6879,11/25/2020,fail
10363,11/25/2020,fail
4717,11/25/2020,fail
4717,11/25/2020,fail
11359,11/25/2020,fail
11359,11/25/2020,fail
10363,11/25/2020,fail
13572,12/20/2020,fail
13572,12/20/2020,fail
7631,12/19/2020,fail
6879,11/25/2020,fail
7631,12/19/2020,fail
80,12/19/2020,fail
7631,11/25/2020,fail
13575,11/25/2020,fail
80,12/19/2020,fail
12530,12/19/2020,pass
12530,12/19/2020,pass
10980,11/25/2020,fail
9558,11/25/2020,fail
1605,12/19/2020,fail
